Crop_Name,Soil_Type,Rainfall_Requirement,Temperature_Range,Previous_Crop,Next_Crop,Month_Planted,Month_Harvested,Growth_Duration,Region
Jowar,Red,400-1000 mm,16 - 38°C,Jowar,Pulses,June-July,September-October,93 days,Karnataka
Wheat,Alluvial,500-1500 mm,22 - 43°C,Cotton,Maize,June-July,September-October,180 days,Punjab
Pulses,Red,400-1000 mm,25 - 43°C,Groundnut,Ragi,March-May,June-July,108 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,28 - 30°C,Maize,Barley,October-December,March-April,121 days,Punjab
Groundnut,Black,600-1100 mm,24 - 35°C,Maize,Millets,June-July,September-October,142 days,Andhra Pradesh
Cotton,Black,600-1100 mm,26 - 44°C,Pulses,Groundnut,March-May,June-July,150 days,Andhra Pradesh
Ragi,Red,400-1000 mm,22 - 36°C,Groundnut,Sugarcane,June-July,September-October,103 days,Tamil Nadu
Jowar,Red,400-1000 mm,23 - 43°C,Cotton,Rice,October-December,March-April,126 days,Telangana
Rice,Black,600-1100 mm,16 - 42°C,Pulses,Ragi,June-July,September-October,140 days,Karnataka
Coffee,Laterite,1500-3000 mm,19 - 38°C,Jowar,Pulses,March-May,June-July,149 days,Karnataka
Jowar,Black,600-1100 mm,22 - 36°C,Groundnut,Pulses,October-December,March-April,123 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,19 - 42°C,Groundnut,Groundnut,March-May,June-July,94 days,Karnataka
Rice,Black,600-1100 mm,16 - 38°C,Rice,Wheat,March-May,June-July,163 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,26 - 31°C,Rice,Barley,March-May,June-July,114 days,Uttar Pradesh
Jowar,Black,600-1100 mm,16 - 34°C,Maize,Groundnut,March-May,June-July,91 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,18 - 31°C,Cotton,Jowar,March-May,June-July,134 days,Telangana
Oilseeds,Alluvial,500-1500 mm,27 - 38°C,Pulses,Wheat,March-May,June-July,134 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,25 - 43°C,Maize,Rice,March-May,June-July,125 days,Punjab
Groundnut,Red,400-1000 mm,18 - 32°C,Jowar,Red Gram,June-July,September-October,126 days,Telangana
Sugarcane,Alluvial,500-1500 mm,29 - 38°C,Maize,Wheat,March-May,June-July,164 days,Punjab
Pulses,Red,400-1000 mm,18 - 35°C,Rice,Millets,October-December,March-April,130 days,Tamil Nadu
Coffee,Laterite,1500-3000 mm,16 - 44°C,Wheat,Rice,June-July,September-October,123 days,Karnataka
Jowar,Black,600-1100 mm,30 - 34°C,Rice,Red Gram,October-December,March-April,126 days,Telangana
Jowar,Red,400-1000 mm,19 - 40°C,Cotton,Rice,October-December,March-April,94 days,Telangana
Millets,Red,400-1000 mm,26 - 35°C,Jowar,Cotton,March-May,June-July,124 days,Telangana
Cotton,Black,600-1100 mm,30 - 44°C,Millets,Pulses,March-May,June-July,165 days,Andhra Pradesh
Cotton,Black,600-1100 mm,29 - 42°C,Jowar,Wheat,March-May,June-July,172 days,Karnataka
Pulses,Red,400-1000 mm,24 - 34°C,Sugarcane,Groundnut,October-December,March-April,133 days,Tamil Nadu
Jowar,Black,600-1100 mm,21 - 40°C,Groundnut,Pulses,June-July,September-October,107 days,Andhra Pradesh
Rice,Black,600-1100 mm,30 - 43°C,Millets,Millets,March-May,June-July,109 days,Andhra Pradesh
Rice,Alluvial,500-1500 mm,16 - 38°C,Bajra,Barley,June-July,September-October,154 days,Uttar Pradesh
Maize,Alluvial,500-1500 mm,20 - 41°C,Mustard,Barley,October-December,March-April,119 days,Punjab
Oilseeds,Alluvial,500-1500 mm,24 - 40°C,Barley,Pulses,June-July,September-October,128 days,Uttar Pradesh
Jowar,Red,400-1000 mm,26 - 45°C,Groundnut,Pulses,June-July,September-October,153 days,Karnataka
Coffee,Laterite,1500-3000 mm,19 - 40°C,Groundnut,Rice,March-May,June-July,142 days,Karnataka
Maize,Alluvial,500-1500 mm,28 - 32°C,Mustard,Mustard,October-December,March-April,147 days,Punjab
Pulses,Red,400-1000 mm,23 - 38°C,Pulses,Pulses,October-December,March-April,131 days,Tamil Nadu
Rice,Black,600-1100 mm,27 - 34°C,Groundnut,Maize,October-December,March-April,90 days,Andhra Pradesh
Cotton,Red,400-1000 mm,23 - 40°C,Groundnut,Groundnut,March-May,June-July,97 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,21 - 39°C,Groundnut,Groundnut,March-May,June-July,90 days,Tamil Nadu
Groundnut,Black,600-1100 mm,24 - 39°C,Rice,Ragi,June-July,September-October,115 days,Karnataka
Cashew,Laterite,1500-3000 mm,18 - 44°C,Pulses,Pulses,October-December,March-April,129 days,Karnataka
Maize,Alluvial,500-1500 mm,21 - 32°C,Maize,Cotton,June-July,September-October,121 days,Punjab
Vegetables,Alluvial,500-1500 mm,21 - 40°C,Lentils,Pulses,June-July,September-October,135 days,Uttar Pradesh
Jowar,Red,400-1000 mm,16 - 38°C,Ragi,Groundnut,October-December,March-April,160 days,Karnataka
Pulses,Red,400-1000 mm,21 - 41°C,Sugarcane,Sugarcane,March-May,June-July,177 days,Tamil Nadu
Spices,Laterite,1500-3000 mm,23 - 43°C,Groundnut,Rice,March-May,June-July,153 days,Karnataka
Rice,Black,600-1100 mm,21 - 45°C,Groundnut,Pulses,March-May,June-July,119 days,Karnataka
Groundnut,Black,600-1100 mm,17 - 33°C,Groundnut,Maize,October-December,March-April,107 days,Andhra Pradesh
Cotton,Red,400-1000 mm,28 - 32°C,Wheat,Ragi,March-May,June-July,119 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,16 - 39°C,Lentils,Pulses,June-July,September-October,107 days,Uttar Pradesh
Cotton,Red,400-1000 mm,18 - 39°C,Pulses,Millets,March-May,June-July,135 days,Tamil Nadu
Millets,Red,400-1000 mm,19 - 42°C,Rice,Ragi,March-May,June-July,171 days,Karnataka
Wheat,Alluvial,500-1500 mm,28 - 36°C,Maize,Wheat,October-December,March-April,92 days,Punjab
Pulses,Red,400-1000 mm,19 - 42°C,Rice,Lentils,October-December,March-April,157 days,Uttar Pradesh
Cashew,Laterite,1500-3000 mm,28 - 36°C,Groundnut,Pulses,March-May,June-July,96 days,Tamil Nadu
Jowar,Black,600-1100 mm,19 - 32°C,Cotton,Red Gram,October-December,March-April,169 days,Telangana
Sugarcane,Alluvial,500-1500 mm,15 - 35°C,Barley,Maize,October-December,March-April,119 days,Punjab
Ragi,Red,400-1000 mm,26 - 45°C,Cotton,Bengal Gram,October-December,March-April,91 days,Telangana
Coffee,Laterite,1500-3000 mm,29 - 37°C,Pulses,Pulses,June-July,September-October,154 days,Karnataka
Groundnut,Red,400-1000 mm,23 - 35°C,Rice,Cotton,June-July,September-October,180 days,Telangana
Millets,Red,400-1000 mm,25 - 36°C,Rice,Rice,March-May,June-July,136 days,Telangana
Rice,Black,600-1100 mm,24 - 31°C,Pulses,Rice,March-May,June-July,112 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,27 - 33°C,Maize,Pulses,June-July,September-October,178 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,29 - 39°C,Groundnut,Sugarcane,June-July,September-October,176 days,Tamil Nadu
Pulses,Red,400-1000 mm,19 - 34°C,Groundnut,Millets,October-December,March-April,160 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,29 - 30°C,Pulses,Sugarcane,June-July,September-October,165 days,Tamil Nadu
Pulses,Red,400-1000 mm,27 - 44°C,Pulses,Millets,March-May,June-July,114 days,Andhra Pradesh
Jowar,Red,400-1000 mm,29 - 38°C,Cotton,Rice,March-May,June-July,162 days,Telangana
Jowar,Red,400-1000 mm,21 - 43°C,Pulses,Rice,June-July,September-October,134 days,Karnataka
Jowar,Red,400-1000 mm,22 - 38°C,Wheat,Lentils,June-July,September-October,139 days,Uttar Pradesh
Rice,Black,600-1100 mm,26 - 37°C,Wheat,Groundnut,June-July,September-October,115 days,Karnataka
Pulses,Red,400-1000 mm,29 - 31°C,Groundnut,Maize,June-July,September-October,91 days,Andhra Pradesh
Millets,Red,400-1000 mm,25 - 37°C,Rice,Pulses,June-July,September-October,127 days,Uttar Pradesh
Rice,Alluvial,500-1500 mm,21 - 31°C,Barley,Barley,June-July,September-October,97 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,27 - 43°C,Sugarcane,Millets,October-December,March-April,120 days,Tamil Nadu
Jowar,Red,400-1000 mm,16 - 37°C,Rice,Cotton,October-December,March-April,96 days,Telangana
Coffee,Laterite,1500-3000 mm,29 - 35°C,Groundnut,Sugarcane,June-July,September-October,160 days,Tamil Nadu
Sugarcane,Black,600-1100 mm,27 - 38°C,Rice,Cotton,June-July,September-October,158 days,Telangana
Groundnut,Black,600-1100 mm,23 - 38°C,Pulses,Groundnut,October-December,March-April,117 days,Andhra Pradesh
Millets,Red,400-1000 mm,22 - 31°C,Wheat,Pulses,March-May,June-July,130 days,Karnataka
Pulses,Red,400-1000 mm,24 - 32°C,Jowar,Wheat,June-July,September-October,164 days,Karnataka
Pulses,Red,400-1000 mm,18 - 41°C,Sugarcane,Rice,October-December,March-April,133 days,Tamil Nadu
Cotton,Red,400-1000 mm,15 - 42°C,Rice,Red Gram,June-July,September-October,111 days,Telangana
Jowar,Black,600-1100 mm,19 - 31°C,Pulses,Pulses,March-May,June-July,151 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,24 - 37°C,Barley,Mustard,June-July,September-October,104 days,Punjab
Groundnut,Red,400-1000 mm,15 - 30°C,Sugarcane,Rice,October-December,March-April,134 days,Tamil Nadu
Groundnut,Red,400-1000 mm,18 - 42°C,Pulses,Jowar,June-July,September-October,178 days,Karnataka
Groundnut,Black,600-1100 mm,19 - 32°C,Jowar,Pulses,June-July,September-October,173 days,Karnataka
Rice,Black,600-1100 mm,21 - 38°C,Jowar,Ragi,October-December,March-April,172 days,Karnataka
Rice,Black,600-1100 mm,23 - 43°C,Bengal Gram,Rice,June-July,September-October,129 days,Telangana
Tea,Laterite,1500-3000 mm,16 - 31°C,Pulses,Pulses,October-December,March-April,128 days,Karnataka
Rice,Black,600-1100 mm,15 - 42°C,Millets,Pulses,June-July,September-October,156 days,Andhra Pradesh
Ragi,Red,400-1000 mm,20 - 38°C,Millets,Rice,June-July,September-October,110 days,Tamil Nadu
Millets,Red,400-1000 mm,26 - 42°C,Rice,Rice,October-December,March-April,115 days,Andhra Pradesh
Rice,Black,600-1100 mm,25 - 33°C,Rice,Rice,June-July,September-October,113 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,16 - 33°C,Pulses,Barley,October-December,March-April,141 days,Uttar Pradesh
Rice,Black,600-1100 mm,22 - 43°C,Groundnut,Millets,June-July,September-October,178 days,Andhra Pradesh
Cotton,Black,600-1100 mm,17 - 34°C,Rice,Maize,October-December,March-April,124 days,Andhra Pradesh
Maize,Alluvial,500-1500 mm,30 - 30°C,Rice,Rice,October-December,March-April,127 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,20 - 36°C,Pulses,Rice,October-December,March-April,177 days,Karnataka
Ragi,Red,400-1000 mm,30 - 44°C,Red Gram,Cotton,June-July,September-October,173 days,Telangana
Cotton,Red,400-1000 mm,25 - 42°C,Rice,Red Gram,October-December,March-April,174 days,Telangana
Rice,Black,600-1100 mm,24 - 44°C,Cotton,Cotton,June-July,September-October,116 days,Telangana
Jowar,Red,400-1000 mm,30 - 40°C,Wheat,Bajra,June-July,September-October,98 days,Uttar Pradesh
Spices,Laterite,1500-3000 mm,23 - 43°C,Ragi,Wheat,March-May,June-July,114 days,Karnataka
Cashew,Laterite,1500-3000 mm,17 - 43°C,Jowar,Jowar,June-July,September-October,136 days,Karnataka
Groundnut,Black,600-1100 mm,24 - 41°C,Rice,Rice,June-July,September-October,156 days,Andhra Pradesh
Jowar,Black,600-1100 mm,27 - 31°C,Millets,Groundnut,March-May,June-July,113 days,Andhra Pradesh
Millets,Red,400-1000 mm,24 - 35°C,Groundnut,Sugarcane,June-July,September-October,167 days,Tamil Nadu
Cotton,Black,600-1100 mm,17 - 37°C,Red Gram,Red Gram,June-July,September-October,97 days,Telangana
Pulses,Red,400-1000 mm,17 - 41°C,Bajra,Rice,June-July,September-October,133 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,19 - 42°C,Rice,Pulses,October-December,March-April,115 days,Tamil Nadu
Rice,Black,600-1100 mm,22 - 44°C,Pulses,Millets,March-May,June-July,104 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,26 - 40°C,Millets,Pulses,October-December,March-April,132 days,Andhra Pradesh
Cotton,Red,400-1000 mm,22 - 41°C,Millets,Millets,March-May,June-July,126 days,Andhra Pradesh
Ragi,Red,400-1000 mm,24 - 42°C,Red Gram,Red Gram,October-December,March-April,131 days,Telangana
Coffee,Laterite,1500-3000 mm,30 - 35°C,Groundnut,Sugarcane,March-May,June-July,103 days,Tamil Nadu
Pulses,Red,400-1000 mm,27 - 43°C,Millets,Maize,October-December,March-April,148 days,Andhra Pradesh
Rubber,Laterite,1500-3000 mm,27 - 39°C,Wheat,Jowar,June-July,September-October,101 days,Karnataka
Groundnut,Black,600-1100 mm,24 - 39°C,Rice,Wheat,March-May,June-July,167 days,Karnataka
Jowar,Black,600-1100 mm,15 - 30°C,Rice,Pulses,March-May,June-July,91 days,Andhra Pradesh
Maize,Alluvial,500-1500 mm,20 - 37°C,Barley,Cotton,June-July,September-October,90 days,Punjab
Maize,Alluvial,500-1500 mm,30 - 35°C,Cotton,Mustard,June-July,September-October,147 days,Punjab
Groundnut,Red,400-1000 mm,16 - 38°C,Groundnut,Pulses,June-July,September-October,126 days,Karnataka
Jowar,Red,400-1000 mm,19 - 33°C,Sugarcane,Sugarcane,March-May,June-July,132 days,Tamil Nadu
Rice,Black,600-1100 mm,17 - 36°C,Pulses,Millets,June-July,September-October,132 days,Andhra Pradesh
Millets,Red,400-1000 mm,25 - 33°C,Pulses,Pulses,October-December,March-April,155 days,Andhra Pradesh
Jowar,Black,600-1100 mm,30 - 37°C,Cotton,Rice,March-May,June-July,114 days,Telangana
Sugarcane,Black,600-1100 mm,29 - 41°C,Rice,Pulses,October-December,March-April,137 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,24 - 33°C,Pulses,Groundnut,March-May,June-July,158 days,Tamil Nadu
Cotton,Red,400-1000 mm,28 - 32°C,Bajra,Rice,October-December,March-April,104 days,Uttar Pradesh
Jowar,Black,600-1100 mm,17 - 45°C,Bengal Gram,Red Gram,October-December,March-April,158 days,Telangana
Rubber,Laterite,1500-3000 mm,26 - 35°C,Millets,Millets,October-December,March-April,94 days,Tamil Nadu
Ragi,Red,400-1000 mm,15 - 39°C,Rice,Ragi,March-May,June-July,156 days,Karnataka
Rice,Black,600-1100 mm,20 - 35°C,Pulses,Millets,October-December,March-April,127 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,19 - 43°C,Mustard,Rice,October-December,March-April,126 days,Punjab
Maize,Alluvial,500-1500 mm,26 - 39°C,Wheat,Barley,June-July,September-October,131 days,Punjab
Rice,Black,600-1100 mm,27 - 39°C,Maize,Millets,March-May,June-July,178 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,16 - 43°C,Jowar,Red Gram,March-May,June-July,143 days,Telangana
Millets,Red,400-1000 mm,22 - 43°C,Wheat,Rice,October-December,March-April,151 days,Uttar Pradesh
Jowar,Black,600-1100 mm,26 - 39°C,Red Gram,Cotton,October-December,March-April,135 days,Telangana
Rice,Black,600-1100 mm,29 - 40°C,Maize,Groundnut,June-July,September-October,138 days,Andhra Pradesh
Rice,Alluvial,500-1500 mm,16 - 41°C,Lentils,Rice,June-July,September-October,143 days,Uttar Pradesh
Jowar,Black,600-1100 mm,29 - 34°C,Groundnut,Pulses,October-December,March-April,133 days,Karnataka
Groundnut,Red,400-1000 mm,17 - 41°C,Wheat,Rice,March-May,June-July,151 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,17 - 37°C,Maize,Mustard,March-May,June-July,101 days,Punjab
Wheat,Alluvial,500-1500 mm,22 - 37°C,Barley,Barley,June-July,September-October,149 days,Punjab
Rice,Alluvial,500-1500 mm,18 - 41°C,Mustard,Barley,June-July,September-October,129 days,Punjab
Millets,Red,400-1000 mm,15 - 39°C,Bajra,Lentils,October-December,March-April,178 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,15 - 36°C,Groundnut,Millets,June-July,September-October,118 days,Tamil Nadu
Pulses,Red,400-1000 mm,19 - 36°C,Pulses,Rice,June-July,September-October,110 days,Uttar Pradesh
Maize,Alluvial,500-1500 mm,27 - 36°C,Bajra,Bajra,October-December,March-April,106 days,Uttar Pradesh
Oilseeds,Alluvial,500-1500 mm,24 - 35°C,Rice,Rice,June-July,September-October,149 days,Uttar Pradesh
Groundnut,Black,600-1100 mm,27 - 39°C,Groundnut,Rice,March-May,June-July,176 days,Karnataka
Rice,Black,600-1100 mm,15 - 34°C,Pulses,Millets,June-July,September-October,132 days,Andhra Pradesh
Cotton,Black,600-1100 mm,24 - 34°C,Millets,Groundnut,June-July,September-October,138 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,19 - 33°C,Ragi,Jowar,October-December,March-April,164 days,Karnataka
Pulses,Red,400-1000 mm,16 - 45°C,Millets,Pulses,March-May,June-July,106 days,Tamil Nadu
Cotton,Red,400-1000 mm,25 - 35°C,Barley,Pulses,June-July,September-October,180 days,Uttar Pradesh
Cashew,Laterite,1500-3000 mm,23 - 45°C,Rice,Groundnut,October-December,March-April,153 days,Karnataka
Jowar,Red,400-1000 mm,15 - 32°C,Pulses,Groundnut,June-July,September-October,156 days,Tamil Nadu
Groundnut,Black,600-1100 mm,16 - 34°C,Rice,Rice,October-December,March-April,118 days,Telangana
Coffee,Laterite,1500-3000 mm,30 - 40°C,Pulses,Sugarcane,October-December,March-April,135 days,Tamil Nadu
Groundnut,Black,600-1100 mm,27 - 38°C,Maize,Pulses,June-July,September-October,156 days,Andhra Pradesh
Cashew,Laterite,1500-3000 mm,24 - 35°C,Ragi,Rice,October-December,March-April,122 days,Karnataka
Vegetables,Alluvial,500-1500 mm,17 - 38°C,Mustard,Maize,March-May,June-July,109 days,Punjab
Sugarcane,Alluvial,500-1500 mm,18 - 44°C,Barley,Rice,March-May,June-July,108 days,Punjab
Groundnut,Red,400-1000 mm,27 - 43°C,Rice,Sugarcane,October-December,March-April,172 days,Tamil Nadu
Rice,Black,600-1100 mm,30 - 31°C,Millets,Rice,March-May,June-July,176 days,Andhra Pradesh
Wheat,Alluvial,500-1500 mm,24 - 33°C,Lentils,Barley,October-December,March-April,100 days,Uttar Pradesh
Sugarcane,Black,600-1100 mm,26 - 34°C,Rice,Red Gram,March-May,June-July,112 days,Telangana
Rice,Alluvial,500-1500 mm,19 - 33°C,Cotton,Maize,June-July,September-October,167 days,Punjab
Sugarcane,Alluvial,500-1500 mm,18 - 42°C,Barley,Mustard,March-May,June-July,177 days,Punjab
Wheat,Alluvial,500-1500 mm,19 - 45°C,Rice,Rice,October-December,March-April,137 days,Uttar Pradesh
Millets,Red,400-1000 mm,29 - 45°C,Pulses,Rice,October-December,March-April,106 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,30 - 39°C,Ragi,Jowar,March-May,June-July,139 days,Karnataka
Jowar,Red,400-1000 mm,29 - 38°C,Bengal Gram,Red Gram,October-December,March-April,124 days,Telangana
Sugarcane,Black,600-1100 mm,24 - 32°C,Bengal Gram,Red Gram,March-May,June-July,102 days,Telangana
Cotton,Red,400-1000 mm,27 - 38°C,Pulses,Rice,October-December,March-April,124 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,16 - 42°C,Pulses,Groundnut,March-May,June-July,113 days,Andhra Pradesh
Cotton,Red,400-1000 mm,15 - 45°C,Sugarcane,Millets,March-May,June-July,161 days,Tamil Nadu
Cotton,Black,600-1100 mm,23 - 36°C,Maize,Groundnut,October-December,March-April,143 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,19 - 38°C,Millets,Groundnut,March-May,June-July,121 days,Tamil Nadu
Jowar,Black,600-1100 mm,17 - 42°C,Jowar,Bengal Gram,October-December,March-April,101 days,Telangana
Cotton,Black,600-1100 mm,25 - 40°C,Jowar,Rice,October-December,March-April,161 days,Telangana
Millets,Red,400-1000 mm,27 - 34°C,Rice,Red Gram,October-December,March-April,162 days,Telangana
Vegetables,Alluvial,500-1500 mm,18 - 37°C,Mustard,Rice,March-May,June-July,145 days,Punjab
Coffee,Laterite,1500-3000 mm,18 - 39°C,Groundnut,Sugarcane,March-May,June-July,169 days,Tamil Nadu
Spices,Laterite,1500-3000 mm,30 - 39°C,Rice,Wheat,March-May,June-July,176 days,Karnataka
Groundnut,Black,600-1100 mm,30 - 39°C,Cotton,Jowar,March-May,June-July,135 days,Telangana
Sugarcane,Alluvial,500-1500 mm,19 - 34°C,Wheat,Mustard,March-May,June-July,110 days,Punjab
Wheat,Alluvial,500-1500 mm,15 - 41°C,Cotton,Wheat,October-December,March-April,149 days,Punjab
Wheat,Alluvial,500-1500 mm,24 - 40°C,Wheat,Rice,October-December,March-April,135 days,Uttar Pradesh
Jowar,Black,600-1100 mm,29 - 39°C,Groundnut,Millets,June-July,September-October,170 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,30 - 38°C,Ragi,Jowar,March-May,June-July,139 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,21 - 45°C,Bajra,Wheat,March-May,June-July,114 days,Uttar Pradesh
Sugarcane,Black,600-1100 mm,21 - 32°C,Rice,Millets,March-May,June-July,112 days,Andhra Pradesh
Jowar,Red,400-1000 mm,17 - 32°C,Jowar,Groundnut,October-December,March-April,146 days,Karnataka
Sugarcane,Black,600-1100 mm,21 - 32°C,Rice,Pulses,March-May,June-July,141 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,22 - 37°C,Rice,Wheat,June-July,September-October,91 days,Punjab
Jowar,Black,600-1100 mm,22 - 39°C,Rice,Cotton,October-December,March-April,91 days,Telangana
Cotton,Red,400-1000 mm,26 - 43°C,Rice,Red Gram,March-May,June-July,142 days,Telangana
Rubber,Laterite,1500-3000 mm,23 - 30°C,Sugarcane,Groundnut,June-July,September-October,131 days,Tamil Nadu
Cashew,Laterite,1500-3000 mm,19 - 31°C,Groundnut,Rice,June-July,September-October,92 days,Tamil Nadu
